order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,status,region,salesperson_id
2492,627,40,2023-03-11,7,457.15,3200.05,returned,south,4
2493,156,73,2023-11-07,10,185.56,1855.6,pending,south,11
2494,937,43,2024-01-15,8,353.53,2828.24,cancelled,north,11
2495,659,151,2024-08-09,5,73.07,365.35,cancelled,west,4
2496,242,46,2024-11-30,9,92.02,828.18,pending,north,19
2497,133,160,2023-02-20,2,298.87,597.74,shipped,north,1
2498,765,129,2024-03-19,6,408.98,2453.88,pending,south,10
2499,766,140,2023-01-21,6,160.52,963.12,shipped,east,15
2500,543,94,2024-09-28,6,456.38,2738.28,pending,north,10
2501,579,171,2023-12-21,3,234.16,702.48,cancelled,north,10
2502,506,121,2023-01-31,10,323.23,3232.3,shipped,north,7
2503,836,91,2023-02-26,4,464.08,1856.32,shipped,north,13
2504,124,21,2023-05-05,7,58.4,408.8,returned,west,10
2505,414,7,2023-12-14,2,419.41,838.82,shipped,south,1
2506,53,91,2023-10-13,2,464.08,928.16,shipped,east,2
2507,675,58,2024-04-04,1,366.97,366.97,delivered,west,18
2508,376,31,2023-04-18,6,383.78,2302.68,shipped,west,14
2509,465,182,2024-08-24,2,37.55,75.1,shipped,south,12
2510,910,7,2024-04-17,3,419.41,1258.23,returned,east,18
2511,967,140,2024-02-12,9,160.52,1444.68,shipped,south,14
2512,656,158,2023-03-03,9,212.54,1912.86,delivered,north,4
2513,960,177,2023-06-16,2,397.49,794.98,shipped,north,17
2514,470,42,2024-11-28,6,342.82,2056.92,returned,east,8
2515,228,82,2024-12-03,6,279.55,1677.3,returned,south,16
2516,557,192,2024-01-23,3,356.5,1069.5,pending,east,3
2517,527,106,2023-04-17,2,438.33,876.66,pending,east,19
2518,585,180,2024-10-01,8,332.71,2661.68,cancelled,south,5
2519,558,52,2024-12-29,8,106.26,850.08,shipped,south,10
2520,484,122,2023-04-19,2,125.78,251.56,returned,south,20
2521,54,108,2023-10-06,7,95.49,668.43,delivered,east,12
2522,431,120,2023-10-25,3,276.88,830.64,shipped,west,16
2523,218,176,2024-03-01,5,212.16,1060.8,cancelled,east,19
2524,948,120,2023-03-05,4,276.88,1107.52,delivered,south,19
2525,831,73,2023-08-28,2,185.56,371.12,returned,north,14
2526,415,19,2023-08-04,10,106.14,1061.4,shipped,north,11
2527,841,15,2023-01-09,7,85.78,600.46,cancelled,north,9
2528,137,128,2024-03-30,7,275.58,1929.06,delivered,north,12
2529,263,142,2024-05-27,6,433.95,2603.7,shipped,south,13
2530,498,110,2024-07-13,5,359.3,1796.5,cancelled,west,9
2531,733,146,2024-02-08,7,125.41,877.87,pending,south,17
2532,19,29,2023-04-18,7,108.79,761.53,returned,south,20
2533,644,39,2023-08-10,4,287.11,1148.44,returned,south,16
2534,792,140,2023-08-20,6,160.52,963.12,shipped,south,5
2535,481,1,2024-02-03,5,118.59,592.95,delivered,west,12
2536,255,179,2024-09-20,9,302.23,2720.07,cancelled,west,10
2537,756,45,2023-11-02,8,361.8,2894.4,delivered,east,11
2538,673,73,2023-01-28,2,185.56,371.12,pending,south,6
2539,362,148,2024-11-29,7,36.69,256.83,returned,west,17
2540,872,27,2024-03-30,9,320.17,2881.53,cancelled,west,2
2541,546,134,2023-10-04,1,134.24,134.24,delivered,west,2
2542,286,12,2023-10-15,8,343.02,2744.16,cancelled,west,6
2543,583,70,2024-08-06,9,442.97,3986.73,shipped,south,3
2544,105,11,2023-05-26,5,255.6,1278.0,delivered,south,8
2545,761,138,2024-08-08,2,311.0,622.0,returned,east,8
2546,597,112,2024-11-19,2,13.77,27.54,shipped,north,13
2547,416,190,2023-02-05,9,30.35,273.15,returned,east,18
2548,731,186,2023-06-19,10,438.54,4385.4,returned,west,16
2549,422,180,2023-09-26,7,332.71,2328.97,pending,east,4
2550,589,123,2023-11-05,10,70.25,702.5,cancelled,west,12
2551,406,35,2023-11-14,1,192.95,192.95,shipped,north,14
2552,299,163,2024-04-08,6,224.78,1348.68,delivered,west,7
2553,209,15,2024-04-03,8,85.78,686.24,shipped,north,15
2554,142,38,2024-06-17,10,372.44,3724.4,returned,east,19
2555,170,15,2023-11-24,6,85.78,514.68,delivered,west,7
2556,821,129,2024-10-03,5,408.98,2044.9,pending,south,20
2557,865,106,2024-02-19,4,438.33,1753.32,pending,south,6
2558,275,9,2023-10-06,4,246.83,987.32,cancelled,south,14
2559,66,199,2023-02-19,5,456.57,2282.85,shipped,east,2
2560,548,154,2023-02-01,8,370.83,2966.64,cancelled,east,20
2561,902,47,2023-05-27,7,281.09,1967.63,returned,south,18
2562,849,181,2024-06-21,4,410.47,1641.88,returned,west,11
2563,976,86,2024-01-06,9,488.89,4400.01,cancelled,east,16
2564,867,120,2023-04-16,10,276.88,2768.8,delivered,west,2
2565,819,75,2023-12-17,9,222.83,2005.47,pending,south,17
2566,566,93,2024-05-07,6,491.78,2950.68,shipped,south,6
2567,304,71,2024-04-03,6,276.44,1658.64,delivered,east,8
2568,415,131,2023-06-06,9,315.44,2838.96,returned,north,3
2569,501,81,2024-11-26,4,247.29,989.16,delivered,north,9
2570,534,180,2024-08-21,10,332.71,3327.1,cancelled,south,16
2571,862,128,2023-02-15,8,275.58,2204.64,cancelled,south,20
2572,599,64,2024-03-07,2,308.24,616.48,returned,north,1
2573,724,65,2023-11-13,8,163.96,1311.68,pending,north,10
2574,579,115,2023-05-17,3,150.91,452.73,returned,north,12
2575,900,73,2023-10-24,10,185.56,1855.6,shipped,north,6
2576,836,25,2023-07-22,2,399.68,799.36,delivered,north,13
2577,312,47,2023-05-17,4,281.09,1124.36,cancelled,south,2
2578,958,60,2024-04-26,3,353.26,1059.78,cancelled,south,1
2579,324,87,2023-09-05,3,170.42,511.26,delivered,south,4
2580,295,69,2024-05-09,5,24.27,121.35,pending,east,18
2581,335,33,2023-04-24,5,242.71,1213.55,cancelled,south,19
2582,193,102,2023-11-26,7,79.65,557.55,pending,north,16
2583,660,144,2023-03-15,6,465.21,2791.26,shipped,east,12
2584,508,103,2024-02-17,5,374.85,1874.25,shipped,east,14
2585,560,59,2023-10-31,8,291.66,2333.28,delivered,north,8
2586,936,95,2023-12-24,8,133.76,1070.08,shipped,west,6
2587,276,152,2023-04-15,8,27.78,222.24,cancelled,south,5
2588,433,101,2023-04-16,2,194.06,388.12,pending,south,5
2589,807,134,2024-06-25,2,134.24,268.48,cancelled,west,3
2590,527,156,2024-01-12,2,289.56,579.12,cancelled,east,10
2591,712,95,2023-02-16,1,133.76,133.76,delivered,north,17
2592,959,165,2024-01-02,1,454.33,454.33,shipped,east,3
2593,647,132,2024-07-06,1,117.24,117.24,cancelled,west,11
2594,877,196,2023-07-15,8,83.51,668.08,delivered,south,17
2595,860,56,2023-06-05,2,354.56,709.12,returned,east,1
2596,359,103,2024-02-22,6,374.85,2249.1,returned,north,1
2597,784,167,2023-10-31,7,196.64,1376.48,pending,south,9
2598,426,80,2023-09-21,9,399.23,3593.07,pending,east,2
2599,857,39,2024-03-27,1,287.11,287.11,pending,east,4
2600,543,12,2023-09-26,2,343.02,686.04,shipped,north,17
2601,642,172,2023-09-02,4,416.54,1666.16,returned,west,15
2602,770,184,2024-12-08,7,23.62,165.34,pending,north,15
2603,48,89,2023-01-11,6,236.91,1421.46,pending,north,11
2604,702,103,2024-02-10,3,374.85,1124.55,delivered,south,8
2605,509,136,2023-08-12,5,302.09,1510.45,delivered,east,7
2606,437,197,2023-07-23,8,467.3,3738.4,returned,north,9
2607,915,149,2023-10-06,3,435.5,1306.5,returned,east,11
2608,483,44,2023-11-30,6,188.04,1128.24,pending,east,1
2609,383,143,2024-08-14,4,448.36,1793.44,shipped,east,20
2610,833,188,2024-02-23,4,413.09,1652.36,shipped,west,15
2611,786,125,2023-01-06,1,347.46,347.46,returned,south,5
2612,436,87,2024-06-27,6,170.42,1022.52,cancelled,south,7
2613,225,81,2024-02-04,9,247.29,2225.61,cancelled,south,20
2614,194,7,2024-07-22,8,419.41,3355.28,pending,west,15
2615,533,115,2024-11-23,2,150.91,301.82,shipped,east,8
2616,337,111,2024-10-24,3,149.1,447.3,pending,west,2
2617,547,33,2024-06-01,4,242.71,970.84,delivered,south,17
2618,201,90,2024-01-26,3,284.91,854.73,returned,south,10
2619,716,26,2024-01-05,2,418.35,836.7,delivered,north,8
2620,871,198,2023-02-02,6,368.18,2209.08,pending,west,3
2621,668,117,2024-05-24,2,369.35,738.7,delivered,south,6
2622,340,173,2023-10-03,1,298.35,298.35,cancelled,east,6
2623,586,124,2024-02-04,10,492.54,4925.4,pending,south,14
2624,251,93,2024-09-17,6,491.78,2950.68,pending,south,3
2625,117,164,2024-02-17,7,187.69,1313.83,shipped,north,15
2626,965,158,2023-06-20,6,212.54,1275.24,shipped,north,17
2627,508,129,2024-09-17,10,408.98,4089.8,cancelled,east,9
2628,886,107,2024-05-26,5,347.42,1737.1,delivered,east,5
2629,7,29,2023-08-18,4,108.79,435.16,pending,east,8
2630,91,68,2023-03-02,6,441.65,2649.9,pending,north,4
2631,377,190,2024-03-28,2,30.35,60.7,delivered,east,9
2632,532,137,2023-11-30,1,372.41,372.41,returned,west,3
2633,872,110,2024-04-30,8,359.3,2874.4,delivered,west,11
2634,359,21,2024-02-25,3,58.4,175.2,returned,north,3
2635,394,168,2023-08-23,4,483.63,1934.52,delivered,west,7
2636,60,98,2024-10-22,3,136.37,409.11,shipped,north,13
2637,703,143,2024-02-13,1,448.36,448.36,shipped,north,15
2638,116,44,2023-08-30,8,188.04,1504.32,pending,east,9
2639,59,66,2024-02-18,1,156.61,156.61,cancelled,east,20
2640,297,156,2023-06-04,4,289.56,1158.24,shipped,east,1
2641,258,195,2024-07-07,1,266.88,266.88,delivered,east,8
2642,169,180,2023-07-12,5,332.71,1663.55,cancelled,north,3
2643,467,59,2024-04-19,8,291.66,2333.28,returned,east,10
2644,351,107,2023-10-17,2,347.42,694.84,delivered,north,14
2645,913,116,2024-11-02,1,120.55,120.55,shipped,east,5
2646,642,27,2023-05-16,4,320.17,1280.68,cancelled,west,1
2647,452,192,2024-12-20,10,356.5,3565.0,returned,south,16
2648,754,179,2024-09-01,1,302.23,302.23,cancelled,east,11
2649,141,146,2024-06-25,3,125.41,376.23,shipped,west,7
2650,144,24,2023-07-21,5,106.18,530.9,shipped,north,14
2651,989,11,2023-07-18,5,255.6,1278.0,cancelled,west,13
2652,496,62,2023-07-19,2,60.04,120.08,pending,east,8
2653,957,48,2024-02-01,3,20.02,60.06,pending,east,17
2654,128,2,2024-03-05,2,459.72,919.44,pending,east,7
2655,474,113,2023-05-21,4,353.93,1415.72,shipped,south,19
2656,682,68,2024-08-15,2,441.65,883.3,returned,south,20
2657,181,89,2023-01-06,4,236.91,947.64,pending,north,6
2658,630,199,2024-10-13,1,456.57,456.57,cancelled,south,2
2659,175,157,2024-10-20,4,347.02,1388.08,returned,south,6
2660,646,143,2024-05-05,1,448.36,448.36,cancelled,north,12
2661,607,165,2024-10-23,6,454.33,2725.98,pending,south,10
2662,66,59,2024-06-28,2,291.66,583.32,pending,east,7
2663,376,178,2024-01-04,4,311.19,1244.76,delivered,west,2
2664,787,108,2023-01-13,6,95.49,572.94,shipped,north,19
2665,82,49,2023-09-08,2,425.96,851.92,shipped,west,8
2666,335,172,2023-05-19,4,416.54,1666.16,shipped,south,18
2667,535,164,2024-03-17,6,187.69,1126.14,shipped,east,2
2668,937,164,2024-07-23,10,187.69,1876.9,cancelled,north,16
2669,923,11,2023-06-03,2,255.6,511.2,pending,east,15
2670,385,6,2023-06-07,6,201.19,1207.14,returned,south,4
2671,303,126,2024-01-17,8,365.57,2924.56,returned,north,1
2672,133,173,2024-02-19,2,298.35,596.7,pending,north,15
2673,612,10,2024-05-20,7,148.99,1042.93,shipped,west,13
2674,667,66,2024-12-23,7,156.61,1096.27,shipped,east,20
2675,897,71,2024-12-15,9,276.44,2487.96,delivered,east,9
2676,877,74,2023-04-29,4,127.76,511.04,cancelled,south,8
2677,962,158,2023-02-25,9,212.54,1912.86,pending,north,20
2678,621,145,2023-09-07,6,410.78,2464.68,pending,south,9
2679,72,189,2023-08-09,7,290.46,2033.22,delivered,south,6
2680,152,13,2024-08-16,2,353.16,706.32,cancelled,west,11
2681,123,143,2023-08-24,5,448.36,2241.8,delivered,north,6
2682,381,141,2023-04-19,6,190.85,1145.1,pending,west,5
2683,3,181,2023-09-17,7,410.47,2873.29,pending,west,10
2684,249,107,2023-10-21,5,347.42,1737.1,pending,south,6
2685,570,88,2023-05-30,3,369.66,1108.98,cancelled,north,8
2686,944,99,2023-07-28,6,144.66,867.96,delivered,west,4
2687,706,99,2023-04-04,7,144.66,1012.62,shipped,south,17
2688,831,130,2024-03-06,2,36.43,72.86,pending,north,6
2689,930,192,2024-12-29,3,356.5,1069.5,returned,east,15
2690,334,135,2024-05-17,6,23.85,143.1,pending,north,18
2691,971,173,2023-02-20,1,298.35,298.35,cancelled,west,3
2692,15,52,2024-07-12,9,106.26,956.34,shipped,west,9
2693,649,90,2023-12-17,8,284.91,2279.28,returned,west,10
2694,813,23,2023-12-23,4,138.0,552.0,cancelled,north,13
2695,451,137,2023-09-19,10,372.41,3724.1,delivered,west,20
2696,690,147,2023-12-09,7,247.96,1735.72,returned,west,18
2697,679,11,2024-01-23,10,255.6,2556.0,returned,south,3
2698,375,61,2023-05-27,4,356.73,1426.92,pending,north,18
2699,760,68,2024-09-27,4,441.65,1766.6,cancelled,east,14
2700,920,180,2023-06-06,2,332.71,665.42,cancelled,east,14
2701,286,176,2023-11-23,1,212.16,212.16,shipped,west,10
2702,386,122,2023-11-13,7,125.78,880.46,returned,north,7
2703,885,3,2024-06-30,3,399.54,1198.62,pending,north,3
2704,820,62,2024-08-31,1,60.04,60.04,cancelled,south,6
2705,790,141,2024-04-21,8,190.85,1526.8,delivered,west,11
2706,733,46,2023-12-13,1,92.02,92.02,shipped,south,5
2707,365,111,2023-05-23,3,149.1,447.3,cancelled,north,11
2708,92,194,2024-05-18,1,162.38,162.38,pending,south,16
2709,893,74,2024-05-27,6,127.76,766.56,returned,north,8
2710,215,188,2024-08-01,4,413.09,1652.36,shipped,west,3
2711,108,2,2024-02-14,3,459.72,1379.16,shipped,north,18
2712,598,109,2024-03-13,3,268.97,806.91,shipped,east,3
2713,951,76,2023-01-01,6,73.83,442.98,delivered,south,6
2714,99,124,2023-01-23,9,492.54,4432.86,returned,east,16
2715,343,144,2023-02-15,9,465.21,4186.89,pending,south,5
2716,318,88,2023-01-30,7,369.66,2587.62,cancelled,north,10
2717,663,43,2024-08-05,8,353.53,2828.24,shipped,south,11
2718,530,156,2023-02-08,3,289.56,868.68,returned,west,3
2719,678,139,2024-03-18,9,292.46,2632.14,shipped,east,10
2720,477,38,2023-01-24,3,372.44,1117.32,shipped,north,18
2721,804,10,2023-05-21,1,148.99,148.99,shipped,east,18
2722,84,106,2023-02-24,6,438.33,2629.98,returned,north,6
2723,782,74,2024-12-07,2,127.76,255.52,delivered,west,5
2724,621,158,2024-03-28,4,212.54,850.16,pending,south,7
2725,384,111,2024-07-17,8,149.1,1192.8,returned,east,2
2726,309,129,2024-04-22,9,408.98,3680.82,shipped,west,15
2727,100,44,2024-12-26,10,188.04,1880.4,shipped,west,2
2728,990,16,2024-09-29,10,469.4,4694.0,shipped,west,17
2729,700,168,2024-10-26,4,483.63,1934.52,cancelled,west,15
2730,103,95,2024-11-04,2,133.76,267.52,cancelled,east,12
2731,471,6,2024-04-30,5,201.19,1005.95,shipped,west,4
2732,406,80,2024-06-16,3,399.23,1197.69,returned,north,16
2733,96,17,2023-01-26,1,384.38,384.38,pending,east,2
2734,482,145,2024-05-31,2,410.78,821.56,shipped,south,1
2735,939,78,2023-12-03,2,144.29,288.58,returned,west,7
2736,313,90,2023-09-12,1,284.91,284.91,returned,west,10
2737,873,42,2023-11-12,7,342.82,2399.74,shipped,west,4
2738,308,165,2023-09-15,10,454.33,4543.3,pending,west,2
2739,404,49,2024-11-27,10,425.96,4259.6,returned,north,2
2740,397,46,2023-03-20,6,92.02,552.12,shipped,west,18
2741,875,171,2023-02-28,10,234.16,2341.6,cancelled,north,8
2742,746,10,2023-10-06,8,148.99,1191.92,delivered,east,1
2743,838,197,2024-09-30,2,467.3,934.6,shipped,west,6
2744,447,27,2024-05-16,6,320.17,1921.02,cancelled,east,15
2745,405,198,2024-07-24,6,368.18,2209.08,returned,north,18
2746,659,160,2023-03-19,7,298.87,2092.09,cancelled,west,8
2747,798,58,2024-01-19,10,366.97,3669.7,shipped,west,16
2748,107,192,2024-05-04,8,356.5,2852.0,returned,east,2
2749,870,41,2024-08-10,8,63.85,510.8,cancelled,west,4
2750,928,21,2024-09-23,9,58.4,525.6,pending,east,12
2751,994,74,2024-09-06,9,127.76,1149.84,shipped,north,12
2752,895,127,2023-06-30,4,456.66,1826.64,shipped,east,20
2753,709,164,2023-07-09,6,187.69,1126.14,pending,north,12
2754,477,64,2024-01-17,7,308.24,2157.68,shipped,north,10
2755,1000,19,2024-01-18,5,106.14,530.7,returned,south,18
2756,549,34,2023-01-23,9,159.27,1433.43,cancelled,east,9
2757,387,85,2023-07-23,3,347.05,1041.15,returned,south,12
2758,620,64,2024-11-22,3,308.24,924.72,shipped,south,2
2759,594,152,2024-04-28,6,27.78,166.68,shipped,north,17
2760,59,163,2024-11-19,2,224.78,449.56,returned,east,7
2761,455,25,2024-10-28,9,399.68,3597.12,returned,north,7
2762,90,130,2023-09-22,3,36.43,109.29,returned,south,3
2763,507,36,2024-12-18,5,294.77,1473.85,pending,east,2
2764,265,85,2024-08-14,3,347.05,1041.15,pending,north,2
2765,922,81,2024-05-18,9,247.29,2225.61,pending,west,13
2766,146,100,2023-05-18,2,207.33,414.66,returned,west,5
2767,5,195,2024-03-31,9,266.88,2401.92,pending,north,6
2768,785,165,2024-03-09,9,454.33,4088.97,shipped,west,4
2769,998,12,2024-08-30,9,343.02,3087.18,pending,west,17
2770,4,181,2024-08-27,4,410.47,1641.88,pending,east,20
2771,410,149,2023-10-03,2,435.5,871.0,shipped,south,16
2772,111,3,2024-06-17,8,399.54,3196.32,delivered,west,8
2773,734,199,2023-05-31,1,456.57,456.57,returned,north,3
2774,851,187,2023-02-13,2,33.0,66.0,returned,north,1
2775,146,137,2023-12-05,6,372.41,2234.46,cancelled,west,10
2776,638,132,2024-09-01,5,117.24,586.2,delivered,west,12
2777,625,95,2024-02-16,1,133.76,133.76,shipped,east,1
2778,160,123,2024-08-30,3,70.25,210.75,delivered,north,4
2779,651,39,2023-09-27,9,287.11,2583.99,shipped,west,5
2780,106,110,2023-01-17,7,359.3,2515.1,shipped,west,15
2781,385,194,2023-07-11,3,162.38,487.14,delivered,south,11
2782,267,44,2024-05-30,10,188.04,1880.4,delivered,south,16
2783,359,137,2023-09-23,1,372.41,372.41,cancelled,north,6
2784,766,174,2023-01-14,10,260.21,2602.1,pending,east,17
2785,292,72,2024-03-03,6,26.18,157.08,returned,south,12
2786,135,38,2023-03-16,10,372.44,3724.4,pending,east,10
2787,166,111,2023-05-26,3,149.1,447.3,shipped,east,8
2788,577,135,2023-11-01,9,23.85,214.65,delivered,east,18
2789,131,71,2023-06-08,3,276.44,829.32,shipped,north,20
2790,508,166,2024-09-13,6,386.52,2319.12,shipped,east,6
2791,24,41,2023-04-11,5,63.85,319.25,returned,south,9
2792,432,125,2024-06-02,3,347.46,1042.38,shipped,south,3
2793,897,139,2024-05-18,7,292.46,2047.22,pending,east,18
2794,675,21,2023-10-14,7,58.4,408.8,cancelled,west,12
2795,46,121,2024-07-22,4,323.23,1292.92,returned,west,11
2796,421,77,2023-05-16,10,291.57,2915.7,pending,east,1
2797,810,53,2024-08-09,7,382.8,2679.6,pending,west,8
2798,725,129,2023-09-02,9,408.98,3680.82,returned,east,8
2799,596,166,2023-08-30,4,386.52,1546.08,pending,east,20
2800,982,43,2024-01-24,3,353.53,1060.59,pending,north,14
2801,131,32,2024-01-24,2,442.45,884.9,shipped,north,7
2802,129,100,2024-03-11,1,207.33,207.33,pending,west,15
2803,812,44,2024-12-17,4,188.04,752.16,returned,south,19
2804,488,177,2024-08-24,6,397.49,2384.94,delivered,north,12
2805,59,94,2024-05-29,4,456.38,1825.52,shipped,east,18
2806,589,13,2024-06-10,6,353.16,2118.96,pending,west,19
2807,287,81,2023-12-04,8,247.29,1978.32,cancelled,east,12
2808,608,182,2024-04-30,5,37.55,187.75,pending,west,1
2809,139,85,2024-12-12,8,347.05,2776.4,pending,west,20
2810,410,7,2024-10-23,6,419.41,2516.46,delivered,south,13
2811,265,116,2024-12-23,2,120.55,241.1,shipped,north,19
2812,65,65,2024-12-12,9,163.96,1475.64,cancelled,west,18
2813,869,143,2024-10-10,1,448.36,448.36,shipped,north,16
2814,393,99,2023-04-01,9,144.66,1301.94,delivered,west,6
2815,810,111,2023-03-23,5,149.1,745.5,cancelled,west,9
2816,963,143,2023-06-22,4,448.36,1793.44,returned,north,8
2817,179,196,2023-12-14,4,83.51,334.04,shipped,west,10
2818,922,179,2024-05-24,4,302.23,1208.92,returned,west,7
2819,787,39,2024-06-29,6,287.11,1722.66,cancelled,north,17
2820,621,164,2023-06-20,8,187.69,1501.52,shipped,south,20
2821,646,154,2023-06-28,4,370.83,1483.32,cancelled,north,11
2822,174,33,2023-12-25,2,242.71,485.42,pending,south,5
2823,154,96,2024-05-12,1,308.02,308.02,shipped,south,11
2824,832,191,2024-11-14,6,41.77,250.62,shipped,north,2
2825,464,189,2024-10-15,5,290.46,1452.3,shipped,north,6
2826,792,47,2023-02-13,6,281.09,1686.54,returned,south,15
2827,457,1,2023-10-21,8,118.59,948.72,returned,east,4
2828,702,52,2023-08-20,1,106.26,106.26,delivered,south,19
2829,440,72,2024-10-09,1,26.18,26.18,pending,north,7
2830,969,63,2023-10-02,2,262.26,524.52,delivered,north,1
2831,471,185,2023-12-30,7,391.66,2741.62,returned,west,18
2832,335,190,2024-12-18,1,30.35,30.35,delivered,south,3
2833,366,200,2024-06-02,8,495.57,3964.56,delivered,west,8
2834,15,40,2024-03-04,4,457.15,1828.6,returned,west,19
2835,16,152,2024-06-18,2,27.78,55.56,returned,north,9
2836,848,111,2024-02-08,10,149.1,1491.0,returned,east,10
2837,196,40,2024-08-25,7,457.15,3200.05,shipped,south,6
2838,307,82,2024-04-27,9,279.55,2515.95,cancelled,south,14
2839,349,116,2023-12-04,9,120.55,1084.95,delivered,north,15
2840,260,47,2023-04-23,1,281.09,281.09,returned,south,6
2841,270,133,2024-04-08,5,384.0,1920.0,pending,north,1
2842,142,160,2023-06-01,7,298.87,2092.09,shipped,east,6
2843,975,114,2023-11-16,9,258.42,2325.78,cancelled,south,7
2844,248,67,2024-04-16,8,388.51,3108.08,cancelled,west,15
2845,583,159,2023-01-01,1,315.25,315.25,delivered,south,18
2846,918,131,2024-05-01,3,315.44,946.32,delivered,south,4
2847,832,50,2023-11-22,7,258.01,1806.07,shipped,north,19
2848,443,167,2024-07-16,8,196.64,1573.12,pending,east,12
2849,959,173,2023-06-29,2,298.35,596.7,returned,east,2
2850,500,154,2023-03-06,2,370.83,741.66,delivered,south,5
2851,294,190,2024-09-05,2,30.35,60.7,cancelled,south,5
2852,254,140,2024-12-28,8,160.52,1284.16,shipped,north,1
2853,614,175,2023-07-12,7,92.54,647.78,cancelled,east,17
2854,857,26,2023-06-29,4,418.35,1673.4,pending,east,5
2855,711,197,2024-02-23,4,467.3,1869.2,cancelled,south,9
2856,622,52,2023-01-17,9,106.26,956.34,cancelled,north,17
2857,608,60,2023-07-18,7,353.26,2472.82,pending,west,1
2858,584,59,2023-03-01,1,291.66,291.66,delivered,west,6
2859,288,183,2024-02-15,2,484.33,968.66,returned,north,20
2860,733,157,2023-02-09,9,347.02,3123.18,shipped,south,10
2861,484,75,2023-10-09,3,222.83,668.49,shipped,south,16
2862,695,81,2024-06-28,10,247.29,2472.9,delivered,north,4
2863,855,68,2023-10-21,6,441.65,2649.9,cancelled,south,5
2864,643,42,2024-11-14,6,342.82,2056.92,pending,south,16
2865,174,54,2024-12-26,10,281.09,2810.9,pending,south,2
2866,375,19,2023-01-14,1,106.14,106.14,delivered,north,11
2867,812,38,2023-12-14,10,372.44,3724.4,delivered,south,5
2868,760,33,2023-02-25,9,242.71,2184.39,delivered,east,1
2869,366,148,2024-08-24,9,36.69,330.21,cancelled,west,20
2870,36,63,2024-01-10,9,262.26,2360.34,delivered,north,2
2871,948,136,2024-04-19,10,302.09,3020.9,shipped,south,20
2872,56,136,2023-09-02,5,302.09,1510.45,shipped,north,20
2873,699,29,2023-07-17,6,108.79,652.74,cancelled,north,7
2874,97,76,2024-07-09,7,73.83,516.81,cancelled,north,1
2875,41,47,2023-12-31,4,281.09,1124.36,cancelled,west,18
2876,523,39,2023-03-21,8,287.11,2296.88,returned,west,2
2877,187,146,2023-04-10,1,125.41,125.41,returned,south,10
2878,295,101,2024-06-17,6,194.06,1164.36,pending,east,18
2879,671,41,2024-09-26,4,63.85,255.4,returned,south,19
2880,12,21,2023-12-12,4,58.4,233.6,delivered,west,10
2881,804,169,2024-03-29,10,154.45,1544.5,delivered,east,17
2882,655,67,2023-10-04,3,388.51,1165.53,pending,west,8
2883,728,192,2024-08-16,6,356.5,2139.0,cancelled,east,6
2884,179,48,2023-06-11,9,20.02,180.18,pending,west,4
2885,298,57,2024-08-17,8,484.98,3879.84,delivered,west,11
2886,370,41,2023-07-09,8,63.85,510.8,pending,east,9
2887,180,189,2024-04-21,7,290.46,2033.22,cancelled,north,1
2888,115,197,2023-01-02,9,467.3,4205.7,pending,west,13
2889,869,127,2024-03-08,10,456.66,4566.6,delivered,north,9
2890,608,85,2024-07-11,8,347.05,2776.4,pending,west,7
2891,183,116,2024-03-02,2,120.55,241.1,pending,west,12
2892,733,87,2023-01-25,5,170.42,852.1,delivered,south,15
2893,521,54,2024-10-24,6,281.09,1686.54,cancelled,east,15
2894,261,32,2024-08-12,8,442.45,3539.6,cancelled,west,13
2895,919,17,2024-07-10,9,384.38,3459.42,delivered,south,5
2896,399,91,2023-03-07,1,464.08,464.08,delivered,south,16
2897,295,125,2023-07-26,4,347.46,1389.84,delivered,east,19
2898,946,118,2023-03-06,9,295.64,2660.76,pending,west,15
2899,70,73,2023-07-17,6,185.56,1113.36,shipped,south,14
2900,991,93,2024-10-22,4,491.78,1967.12,returned,south,20
2901,619,101,2024-07-17,2,194.06,388.12,delivered,east,17
2902,437,160,2023-01-10,10,298.87,2988.7,shipped,north,8
2903,803,148,2024-08-15,2,36.69,73.38,pending,west,20
2904,63,66,2023-09-13,1,156.61,156.61,pending,north,1
2905,486,150,2023-04-22,5,172.99,864.95,pending,south,6
2906,897,101,2024-09-04,7,194.06,1358.42,returned,east,9
2907,821,168,2024-05-14,9,483.63,4352.67,delivered,south,16
2908,183,17,2023-01-23,9,384.38,3459.42,shipped,west,3
2909,611,133,2023-12-30,9,384.0,3456.0,shipped,south,19
2910,505,139,2024-05-26,3,292.46,877.38,pending,south,8
2911,306,68,2023-10-28,8,441.65,3533.2,returned,east,4
2912,795,111,2024-05-11,5,149.1,745.5,delivered,west,3
2913,57,47,2024-01-08,5,281.09,1405.45,returned,south,1
2914,754,187,2024-04-30,1,33.0,33.0,pending,east,12
2915,607,18,2024-09-01,10,371.67,3716.7,delivered,south,1
2916,274,14,2024-03-15,4,426.54,1706.16,delivered,north,8
2917,329,14,2024-06-24,5,426.54,2132.7,delivered,west,19
2918,674,172,2024-12-02,2,416.54,833.08,shipped,east,6
2919,639,77,2024-11-29,10,291.57,2915.7,pending,east,5
2920,647,134,2024-10-15,4,134.24,536.96,cancelled,west,6
2921,723,190,2023-09-08,5,30.35,151.75,delivered,south,10
2922,760,177,2023-07-27,7,397.49,2782.43,delivered,east,8
